STATION CODE,LOCATIONS,STATE,TEMPERATURE in degree Centigrade] - Mean,pH [6.5-8.5] - Mean,CONDUCTIVITY (µmhos/cm)] - Mean
2845,"POND AT NGAIRANGBAM, IMPHAL WEST",MANIPUR,29.6,7.62,103.1
2846,"POND AT MOIDANGPOK, IMPHAL WEST",MANIPUR,29.6,7.7,99.14
2847,"POND AT MAIBAM LOKPACHING, IMPHAL WEST",MANIPUR,28.8,7.44,119.12
2848,"POND AT KAKWA BAZAR, IMPHAL WEST",MANIPUR,28.4,7.3,436
2849,"CHANAM PUKHURI, IMPHAL WEST",MANIPUR,28.2,7.54,443.84
2850,"NINGTHEM PUKHURI, IMPHAL EAST",MANIPUR,28.8,7.42,279.6
2851,"POND AT KONGBA BAZAR, IMPHAL EAST",MANIPUR,30,7.56,423.82
1347,UMIAM LAKE AT BARAPANI,MEGHALAYA,22.25,7.13,142.5
3346,UMIAM LAKE AT OUTFALL OF UMIAM RIVER,MEGHALAYA,21.13,7.13,170.83
3347,UMIAM LAKE MIDDLE POINT,MEGHALAYA,21.58,7.17,100.83
3348,UMIAM LAKE NEAR UNITED CHRISTIAN COLLEGE,MEGHALAYA,21.88,7.29,90.75
1348,"WARD LAKE AT SHILONG EAST,KHASI HILL DT.",MEGHALAYA,19.25,7.19,171.67
1459,THADLASKEIN LAKE,MEGHALAYA,20.75,7.05,43.92
3349,TASEK LAKE AT SONGSAK,MEGHALAYA,25.42,7.41,54.75
1727,LAXMI NARAYAN BARI PALACE COMPOUND,TRIPURA,27.7,7.75,238.6
1728,"RUDRASAGAR, SONUMURA",TRIPURA,27.5,7.9,243.6
2557,"KAWAR LAKE, BEGUSARAI",BIHAR,19,7.8,459.33
2571,MOTI JHEEL AT MOTIHARII,BIHAR,23.1,7.66,468.8
2573,TIGHI TALAB AT GAYA,BIHAR,24.86,7.57,459.5
2574,SURAJ KUND AT GAYA,BIHAR,24.75,7.72,528.7
2398,"DIMNA LAKE,DIMNA",JHARKHAND,26.69,7.3,173.25
2437,CHILKA LAKE (RAMSAR SITE),ORISSA,29.17,7.98,28683.3
2438,ANSHUPA,ORISSA,28,8,162.36
2431,BINDUSAGAR ( RELIGIOUS POND OF BHUBANESWAR CITY),ORISSA,30,7.73,459.5
2432,NARENDRA POKHARI ( RILIGIOUS POND OF PURI CITY),ORISSA,28.25,8.54,998
2433,MARKANDA POKHARI ( RILIGIOUS POND OF PURI CITY),ORISSA,28,8.23,750.08
2434,INDRADYUMNA TANK ( RILIGIOUS POND OF PURI CITY),ORISSA,27.67,8.28,706.17
2435,SWETAGANGA ( RILIGIOUS POND OF PURI CITY),ORISSA,27.5,8.68,1254.25
2436,PARVATI SAGAR ( RILIGIOUS POND OF PURI CITY),ORISSA,26.92,8.04,687.67
1765,"RABINDRASAROVAR NATIONAL LAKE, CALCUTTA",WEST BENGAL,28.46,8.49,370.25
1776,GARIA CALCUTTA,WEST BENGAL,28,7.41,1222
2503,HATISHALA GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,28.83,8,764.92
2504,MAINH GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,28.97,8.02,763.42
2505,HUNUMAN GHAT ON DUDHPUKUR AT TARAKESHWAR,WEST BENGAL,28.93,8.01,761.25
2519,KOCHBIHAR LAKE (SAGAR DIGHI),WEST BENGAL,28,7.66,53.1
2520,MIRIKH LAKE,WEST BENGAL,17.42,7.5,102.04
2521,WATER RESERVIOR AT DELO,WEST BENGAL,18.33,7.53,25.26
2522,SINCHAL LAKE FOR DARJEELING,WEST BENGAL,12.75,7.33,25.89
2539,BELBONI LAKE NEAR BARJORA,WEST BENGAL,26,7.56,182.67
2544,SAHEBBANDH AT PURULIA,WEST BENGAL,27.08,7.95,418.83
2046,SUKHNA LAKE,CHANDIGARH,23.25,7.71,250.25
3030,SANJAY LAKE,DELHI,,8.85,2370.5
3031,BHALSWA LAKE,DELHI,,8.8,9890
3476,LAKE NEAR IIT FLYOVER,DELHI,,7.7,861
3033,SOHNA LAKE,HARYANA/CPCB,,8.4,155
1291,GOBINDSAGAR LAKE AT BILASPUR,HIMACHAL PRADESH,15.38,8.24,194.46
1292,PONGDAM LAKE AT PONG VILLAGE,HIMACHAL PRADESH,20.71,8.56,353.92
1429,"RENUKA LAKE , 35 KM FROM PATNA SAHIB NORTH",HIMACHAL PRADESH,21.19,7.61,424.54
2649,RIWALSAR LAKE,HIMACHAL PRADESH,18.19,7.77,220.09
2650,KHAZIAR LAKE,HIMACHAL PRADESH,16.44,6.77,86.88
1309,DAL LAKE AT SRINAGAR,JAMMU & KASHMIR,13.91,7.53,201.27
2738,MID POINT(MANSAR LAKE),JAMMU & KASHMIR,19.25,7.69,185.25
2739,POINT OF DISCHARGE OF WASTE WATER FROM DIFFERENT ESTABLISHMENTS NEAR NAG TEMPLE,JAMMU & KASHMIR,22.25,7.3,172.5
2740,MID POINT(SURINSAR LAKE),JAMMU & KASHMIR,20.25,8.32,155.75
2741,POINT OF DISCHARGE OF WASTE WATER FROM DIFFERENT ESTABLISHMENTS,JAMMU & KASHMIR,19.25,8.45,160.75
3262,"DAL LAKE AT NIGEEN, WATER INTAKE PT OF POKHRIBAL WATER TREATMENT PLANT",JAMMU & KASHMIR,15.6,7.89,231.6
1382,HARIKE LAKE D/S FROM CANAL,PUNJAB,18.33,7.18,288.75
1364,RAMGARH LAKE,UTTAR PRADESH,23.2,8.3,648
2499,"SAMARPUR JHEEL, RAEBARELI",UTTAR PRADESH,24.2,8.37,512.2
2500,"MAAHIL POND, URAI , JALAUN",UTTAR PRADESH,26.58,8.17,2257.5
2501,"LAXMI POND, JHANSI",UTTAR PRADESH,27.2,7.49,1191
1362,NAINI LAKE AT NAINITAL (WATER INTAKE POINT),UTTARANCHAL,14.92,7.5,400.83
3437,BHEEMTAL LAKE,UTTARANCHAL,17,8.07,205
1549,SALAULIM LAKE AT SALAULIM - SANGUEM,GOA,31.42,6.69,50.18
2269,"MAYEM LAKE, BICHOLIM",GOA,30,6.44,44.76
3176,RUMDER LAKE,GOA,30,6.51,90.13
3178,RAIA LAKE,GOA,30.67,6.59,74.22
3179,SAIPEM LAKE,GOA,29.17,6.83,298.25
3180,CURTORIM LAKE,GOA,30.67,6.64,106.9
1345,"AJWAH LAKE AT SRI SAYAJI SABVAR,BARODA",GUJARAT,26,8.6,279
1346,SURSAGAR LAKE AT BARODA,GUJARAT,26,7.42,2330
1972,"NALSAROVAR LAKE (SANAND), DIST.AHMEDABAD",GUJARAT,28.75,8.85,4065
1977,CITY LAKE OF NADIAD,GUJARAT,27.75,8.63,1614.75
2076,ANKLESHWAR RESERVOIR AT GIDC ANKLESHWAR AT VALIA ROAD.,GUJARAT,27.33,8.2,327.17
1373,UPPER LAKE AT BHOPAL (INTAKE POINT),MADHYA PRADESH,25.75,7.8,281.33
2137,UPPER LAKE AT YATCH CLUB,MADHYA PRADESH,26.86,8.02,331.11
2138,UPPER LAKE AT KARBALA CLUB,MADHYA PRADESH,24.88,7.79,299.2
2139,UPPER LAKE AT BAIRAGARH CLUB,MADHYA PRADESH,25.5,7.81,289.11
1374,LOWER LAKE AT BHOPAL OUTLET,MADHYA PRADESH,25.78,7.98,502.64
1466,MULTAI TANK LAKE AT VILLA. KHARI ON BETUL-AMRAVATI ROAD,MADHYA PRADESH,25,7.91,281.38
2128,KHANDARI RESERVOIR WATER OFF TAKE POINT,MADHYA PRADESH,23.25,7.49,389.27
2129,PERIAT TANK JABALPUR,MADHYA PRADESH,22.75,7.46,456
2130,"MADHAV LAKE, SHIVPURI",MADHYA PRADESH,28,8.3,232
2131,YASHWANT SAGAR AT INDORE,MADHYA PRADESH,26,7.57,444.33
2132,BILAWALI TALAB AT INDORE,MADHYA PRADESH,23,7.05,591.5
2133,SIRPUR TALAB AT INDORE,MADHYA PRADESH,24,8,478
2134,NAGCHUN TALAB AT KHANDWA,MADHYA PRADESH,25.93,7.77,452.33
2135,GOVINDGARH TANK,MADHYA PRADESH,26.31,7.5,0.71
2136,"SHAHPURA LAKE AT WEIR NEAR AYUSHMAN HOSPITAL, BHOPAL",MADHYA PRADESH,26,7.93,627.46
2140,"KERWA DAM NEAR REST HOUSE, BPL",MADHYA PRADESH,25.63,7.82,317.78
2141,JANUNIA TALAB NEAR W/S,MADHYA PRADESH,23.88,7.89,445.22
3299,HANUMANTAL JABALPUR,MADHYA PRADESH,22.43,7.64,466.63
3300,"RANITAL TALAB, JABALPUR",MADHYA PRADESH,22.63,7.76,503.13
3301,MOTI TALAB AT BALAGHAT,MADHYA PRADESH,22.75,7.73,406.38
3303,"RANI TALAB, REWA",MADHYA PRADESH,26.86,7.51,0.83
3164,"NEHRU NAGAR TALAB, BHILAI",CHHATTISGARH,28.09,7.01,327.71
3163,"HITKASA TAILING DAM, RAJHARA",CHHATTISGARH,27.1,7.48,333.6
1285,PICHOLA LAKE AT UDAIPUR (WATER INTAKE POINT),RAJASTHAN,23.92,7.93,645
1286,UDAISAGAR LAKE AT UDAIPUR (INTAKE PT.),RAJASTHAN,23.83,8.31,1667.5
1414,PUSHKAR LAKE,RAJASTHAN,18.92,7.61,455.5
1481,FATEH SAGAR LAKE AT UDAIPUR INTAKE POINT OF PHED,RAJASTHAN,23.67,8.41,634.17
1714,KAYALANA JHEEL JODHPUR,RAJASTHAN,22.13,8.11,337.5
1716,"NAKKI LAKE, MT. ABU",RAJASTHAN,19.33,8.03,316.67
2935,"LAKE JET SAGAR, BUNDI",RAJASTHAN,25.33,7.57,521.67
2936,"JAISAMAND LAKE, ALWAR",RAJASTHAN,25.6,8.02,326
2941,"LAKE JAISAMAND, SALUMBER, UDAIPUR, POINT NO. 1",RAJASTHAN,22.67,8.35,621.67
2942,"LAKE JAISAMAND, SALUMBER, UDAIPUR, POINT NO. 2",RAJASTHAN,23.08,8.35,616.67
2937,"LAKE SILISERH, ALWAR",RAJASTHAN,25.29,7.91,362.5
2938,"LAKE RAJSAMAND, RAJSAMAND- POINT NO. 1, RAJSAMAND",RAJASTHAN,20.03,8.33,610
2939,"LAKE RAJSAMAND, RAJSAMAND- POINT NO. 2, RAJSAMAND",RAJASTHAN,20.17,7.94,596.67
2940,"GAPE- SAGAR LAKE, DUNGARPUR",RAJASTHAN,22.58,7.95,600
2943,"LODHA TALAB, BANSWARA- DUNGARPUR ROAD, BANSWARA",RAJASTHAN,26.79,7.65,916.5
2944,"JALMAHAL, JAIPUR",RAJASTHAN,25.54,8.53,2255
2651,"AMBA AT D/S OF WAKEN BRIDGE-U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,28.5,7.68,99.1
1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),MAHARASHTRA,29.67,7.92,123.19
2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR,THANE",MAHARASHTRA,26.67,7.67,220.42
2654,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,26.92,7.68,218.73
1092,KALU AT ATALE VILLAGE,MAHARASHTRA,27.17,7.19,5428.68
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,22.57,7.95,493.44
1152,KUNDALIKA AT ROHA CITY,MAHARASHTRA,28.92,7.56,100.12
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,28.92,7.47,316.4
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,28.25,7.87,37226.7
2672,"KUNDALIKA AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATION-SWEET ZONE), ROHA",MAHARASHTRA,28.82,7.66,84.21
2168,MITHI RIVER,MAHARASHTRA,25.36,7.6,21254
2676,"MUCHKUNDI RIVER AT  WAKED, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,28.25,7.91,311.65
1151,PATALGANGA AT SHILPHATA,MAHARASHTRA,29,7.48,145.86
1462,PATALGANGA NEAR INTAKE OF MIDC W/W,MAHARASHTRA,29,7.34,126.86
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,29.18,6.89,432.39
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,29.18,7.34,125.96
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,29.6,7.47,128.31
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,29.6,7.34,129.08
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,29.1,7.66,129.42
2696,"PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,25.25,7.94,152.77
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,30.08,7.57,10164.8
2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,30.31,7.7,307.13
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,30.58,7.65,322.33
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,30.25,7.52,5835.17
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,30.25,7.43,9244.58
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.82,8.12,1906.86
2707,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.64,8.02,1895.56
2708,"SURYA RIVER AT INTAKE OF VASAI-VIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,27.7,8,205.56
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,27.17,7.78,239.27
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA,26.8,7.55,152.35
1094,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA,26.31,7.68,146.19
2162,ULHAS ATJAMBHUL WATER WORKS.,MAHARASHTRA,26.58,7.63,136.65
2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,27.58,7.84,228.07
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,22.58,7.71,409.15
2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,22.42,7.57,262.77
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,22.58,7.47,337.89
2869,"BARAK RIVER AT SENAPATI DISTT., MANIPUR",MANIPUR,28.25,7.53,166.23
2838,"BARAK RIVER NEAR NONEY VILLAGE (N.H. 53), TAMENGLONG",MANIPUR,29,6.97,125
2868,"CHAKPI RIVER AT CHAKPIKARONG, CHANDEL",MANIPUR,30.2,7.82,144.26
1424,IMPHAL AT MAHABALI,MANIPUR,29.5,7.7,86.95
1457,IMPHAL AT KOIRENGEI,MANIPUR,28.4,7.62,84.04
1627,IMPHAL AT KYAMGEI,MANIPUR,29.4,7.54,103.36
1628,IMPHAL AT MINUTHONG (IMPHAL RIVER),MANIPUR,29.6,7.24,116.72
2861,"IMPHAL AT KANGLA MOAT, IMPHAL WEST",MANIPUR,29.4,7.66,287
2862,"IMPHAL RIVER AT SAMUROU, IMPHAL WEST",MANIPUR,28,7.54,130.04
2864,"IMPHAL AT SEKMAI, IMPHAL EAST",MANIPUR,28.4,7.46,108.54
2874,IRANG RIVER AT TAMENGLONG,MANIPUR,30,8.4,245.6
1458,IRIL AT PORAMPET,MANIPUR,28.2,7.52,147.3
1624,IRIL AT LILONG,MANIPUR,29.2,7.58,201.54
2863,"IRIL RIVER AT KANGLA SIPHAI, IMPHAL EAST",MANIPUR,28,7.38,177.16
2873,"IRIL RIVER AT LILONG, UKHRUL",MANIPUR,29,7.58,202.86
2865,"JIRI RIVER AT JIRIMUKH JIRIBAM, IMPHAL EAST",MANIPUR,32,7.4,120
2866,"JIRI RIVER AT JIRI, IMPHAL EAST",MANIPUR,32,7.2,110
1925,KHUGA RIVER (CHURACHANDPUR DIST.),MANIPUR,30.2,7.56,212.86
2877,"KHUGA DAM ON KHUGA RIVER, CHURACHANDPUR, MANIPUR",MANIPUR,29,7.84,174.4
1926,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.)",MANIPUR,30.5,7.99,244.05
2878,LOKCHAO RIVER AT BISHNUPUR,MANIPUR,28.6,8,161.93
2867,MAHA RIVER AT CHANDEL,MANIPUR,29.6,7.64,162.74
2852,"MANIPUR RIVER AT SEKMAIJAN, DISTT. THOUBAL",MANIPUR,29.4,7.62,142.94
2857,MANIPUR RIVER AT THOUBAL,MANIPUR,29.6,7.62,208.28
2879,ETHAI BARRAGE ON MANIPUR RIVER AT BISHNUPUR,MANIPUR,29.4,7.72,157.78
1625,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,29.2,7.06,338.46
1626,NAMBUL AT HEIRANGOITHONG,MANIPUR,29.6,7.38,269.22
2858,"NAMBUL RIVER AT SAMUSANG (U.K. ROAD), DISTT. IMPHAL WEST",MANIPUR,29,7.08,108.7
2859,"SINGDA DAM AT NAMBUL RIVER, IMPHAL WEST",MANIPUR,28.2,7.58,130.54
2860,"NAMBUL RIVER AT NAOREMTHONG, IMPHAL WEST",MANIPUR,28.8,7.06,116.24
2880,NAMBUL RIVER AT BISHNUPUR,MANIPUR,28,7.55,112.35
1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",MANIPUR,29,7.48,169.3
2853,"MAPITHEL DAM ON THOUBAL RIVER, DISTT. THOUBAL",MANIPUR,27.5,7.15,128
2854,"THOUBAL RIVER AT PHADOM, DISTT. THOUBAL",MANIPUR,29,7.6,220.67
2856,"THOUBAL RIVER AT YAIRIPOK, DISTT. THOUBAL",MANIPUR,29.8,7.6,193.28
2870,"THOUBAL RIVER AT SHONG KONG, UKHRUL",MANIPUR,28,7.27,216.67
2871,"THOUBAL RIVER AT YONGUL KONG, UKHRUL",MANIPUR,28,7.25,131.2
2872,"THOUBAL AT LITAN, UKHRUL",MANIPUR,29,7.38,176.08
2855,"WANGJING AT HEIROK, THOUBAL",MANIPUR,30.2,7.34,198.6
2876,"WANGJING RIVER AT WANGJING, DISTT. THOUBAL",MANIPUR,30.2,7.42,169.52
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,24.79,7.17,94.67
3384,"BUGI AT DALU, SOUTH GARO HILLS",MEGHALAYA,24.58,7.24,91.92
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,25.42,7.23,65.08
1632,GANOL RIVER TURA,MEGHALAYA,23.54,7.38,92.75
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.",MEGHALAYA,22.33,2.91,568.33
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,16.43,6.98,41.92
3370,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,17.33,7.08,45.33
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,23.08,6.98,59.42
3375,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNAR),MEGHALAYA,24.58,2.58,1072.42
3376,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),MEGHALAYA,24.63,6.28,249.83
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,25,7.25,37.17
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,25.42,7.31,72.33
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,20.33,7.02,37.67
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,21.67,7.13,43.92
1631,MYNTDU RIVER JOWAI,MEGHALAYA,20.13,6.96,100.42
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.33,6.29,51.93
3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,16.17,6.94,60.67
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,16.58,7.13,39.17
3372,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,17.42,7.06,41.17
1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,24.46,7.26,93.33
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,17.75,6.91,68.58
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,17.88,7.17,46.17
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.08,7.23,41.5
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,24.67,7.11,100.5
3350,UMKHEN AT WAHKDAIT,MEGHALAYA,19.08,7.08,48.75
3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA,20.63,7.08,48.5
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,21.33,7.07,57.58
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,17.71,7.08,234.67
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,18.38,7.05,182
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA,19.38,7.09,280.67
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,19.25,7.05,382.33
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,18.08,6.97,48.17
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,23.54,7.1,48.25
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.08,6.63,48.5
3364,"UMSHYRPI AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,18.33,7.04,285.75
3365,"UMSHYRPI AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MEGHALAYA,19,7.13,194.08
1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,23.67,7.16,106.75
3366,"UMTREW RIVER AT UMRAN, RI- BHOI",MEGHALAYA,22.33,7.08,50.92
3373,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA,19.75,7.12,45.78
3374,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA,20.25,7.13,49.25
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,23.58,7.38,297.18
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,23.58,7.48,287.23
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.58,7.15,375.21
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.58,6.93,349.28
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,27.84,7.79,164.6
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.4,7.99,155.2
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER",TRIPURA,27.4,7.97,168.2
1241,NARMADA AT MANDLA NEAR ROAD BDG,MADHYA PRADESH,23.91,7.42,349.09
44,NARMADA AT SETHANIGHAT,MADHYA PRADESH,25.75,7.97,456.27
1240,NARMADA AT NARSINGHPUR,MADHYA PRADESH,22,7.5,379.38
1234,NARMADA AT HOSHANGABAD U S,MADHYA PRADESH,26.71,8.06,301
2123,NARMADA AT KORIGHAT HOSHANGABAD,MADHYA PRADESH,25.88,7.76,332.58
1235,NARMADA AT HOSHANGABAD D S,MADHYA PRADESH,24,8.14,293
2106,RIVER NARMADA AT NEMAWAR,MADHYA PRADESH,23.58,7.73,366.92
45,NARMADA AT MANDLESHWAR,MADHYA PRADESH,22.5,7.7,284
1239,NARMADA AT BADWANI,MADHYA PRADESH,25.25,7.7,314
1430,NARMADA AT D S OMKARESHWAR,MADHYA PRADESH,22.75,7.65,288.5
1431,NARMADA AT MAHESHWAR,MADHYA PRADESH,25.17,7.83,311
2099,"NARMADA LALPUR, JABALPUR",MADHYA PRADESH,22.73,7.33,363.27
2112,"RIVER NARMADA NEAR MORTAKKA BRIDGE, BADWAH",MADHYA PRADESH,24.4,7.27,312
2113,"RIVER NARMADA NEAR PUNASA DAM, PUNASA",MADHYA PRADESH,25.5,7.65,327
3322,"NARMADA AT MANDLA, NEAR SHAMSHANGHAT, JABALPUR",MADHYA PRADESH,24.63,7.38,353.13
3323,"NARMADA AT LALPUR, NEAR WATER SUPPLY INTAKE POINT, JABALPUR",MADHYA PRADESH,25,7.41,344
3324,"NARMADA AT PANCHWATIGHAT, BEFORE MIXING WITH BAWANGANGA , JABALPUR",MADHYA PRADESH,24.29,7.5,440
3325,"NARMADA AT SARSWATIGHAT, AFTER MIXING WITH BAWANGANGA, JABALPUR",MADHYA PRADESH,24,7.53,436.38
7,NARMADA AT GARUDESHWAR,GUJARAT,26.67,8.21,356.58
1243,"NARMADA AT BHARUCH, ZADESHVAR",GUJARAT,29.67,8.32,443.89
1244,NARMADA AT PANETHA,GUJARAT,27.17,8.15,359.17
1245,NARMADA AT CHANDOD,GUJARAT,24.67,8.48,279
1981,"NARMADA AT ZANOR (NTPC), BHARUCH",GUJARAT,30,8.26,279
1236,CHOTA TAWA BEFORE CONFL. WITH RIVER NARMADA,MADHYA PRADESH,26.17,7.37,244
2100,"GOUR RIVER BHOGA DOOR, JABALPUR",MADHYA PRADESH,22.83,7.54,410.08
2101,KATNI RIVER NEAR NAGAR NIGAM,MADHYA PRADESH,22.73,7.72,429.33
2114,KUNDA AT KHARGONE,MADHYA PRADESH,23,7.7,946
3305,"BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,22.63,7.38,387.5
1255,"PENNAR B/C WITH CHITRAVATHI, TADPATRI, UNGANOORP.",ANDHRA PRADESH,26,8,533.33
1256,"PENNAR AFTER CONF. WITH PAPAGNI,PUSPAGINI",ANDHRA PRADESH,28.95,8.02,378
1257,"PENNAR AFTER CONF. WITH CHEYYURU,SOMASILE",ANDHRA PRADESH,28.55,7.97,947.91
30,"PENNAR AT SIDDVATA, NELLORE",ANDHRA PRADESH,28.8,8.01,375
1088,RAVI AT U/S MADHOPUR,HIMACHAL PRADESH,17.45,8.31,176.92
1089,RAVI AT U/S CHAMBA,HIMACHAL PRADESH,10.83,7.83,134.33
2614,RAVI AT CHAMERA RESERVOIR,HIMACHAL PRADESH,14.11,8.09,158.78
2615,RAVI AT AT D/S CHAMERA III HEP,HIMACHAL PRADESH,11.21,8.06,142.29
2613,RAVI AT D/S OF CHAMBA TOWN,HIMACHAL PRADESH,11.04,7.95,165.44
1097,"RAVI AT U/S OF MADHOPUR HEADWORKS, GURDASPUR",PUNJAB,17.5,7.2,207.5
